year,raw.data,fitted.data,Seup,Selo,metric,timeseries,order
2011,2.800882057,2.800882057,NA,NA,1000s hrs,"Gear contact (mixed, upper slope habitat in Northern ecoregion)",37
2012,1.994443449,1.994443449,NA,NA,1000s hrs,"Gear contact (mixed, upper slope habitat in Northern ecoregion)",37
2013,3.643711373,3.643711373,NA,NA,1000s hrs,"Gear contact (mixed, upper slope habitat in Northern ecoregion)",37
2014,3.656917112,3.656917112,NA,NA,1000s hrs,"Gear contact (mixed, upper slope habitat in Northern ecoregion)",37
2015,2.431902361,2.431902361,NA,NA,1000s hrs,"Gear contact (mixed, upper slope habitat in Northern ecoregion)",37
2016,1.997820836,1.997820836,NA,NA,1000s hrs,"Gear contact (mixed, upper slope habitat in Northern ecoregion)",37
2017,2.155780702,2.155780702,NA,NA,1000s hrs,"Gear contact (mixed, upper slope habitat in Northern ecoregion)",37
2018,1.883341913,1.883341913,NA,NA,1000s hrs,"Gear contact (mixed, upper slope habitat in Northern ecoregion)",37
2002,0.136992369,0.136992369,NA,NA,1000s hrs,"Gear contact (soft, lower slope habitat in Central ecoregion)",38
2003,0.088617529,0.088617529,NA,NA,1000s hrs,"Gear contact (soft, lower slope habitat in Central ecoregion)",38
2004,0.048462483,0.048462483,NA,NA,1000s hrs,"Gear contact (soft, lower slope habitat in Central ecoregion)",38
2005,0.01920218,0.01920218,NA,NA,1000s hrs,"Gear contact (soft, lower slope habitat in Central ecoregion)",38
2006,0.001499977,0.001499977,NA,NA,1000s hrs,"Gear contact (soft, lower slope habitat in Central ecoregion)",38
2002,0.619755963,0.619755963,NA,NA,1000s hrs,"Gear contact (soft, lower slope habitat in Northern ecoregion)",39
2003,0.247325171,0.247325171,NA,NA,1000s hrs,"Gear contact (soft, lower slope habitat in Northern ecoregion)",39
2004,0.130182142,0.130182142,NA,NA,1000s hrs,"Gear contact (soft, lower slope habitat in Northern ecoregion)",39
2005,0.162253806,0.162253806,NA,NA,1000s hrs,"Gear contact (soft, lower slope habitat in Northern ecoregion)",39
2006,0.114585168,0.114585168,NA,NA,1000s hrs,"Gear contact (soft, lower slope habitat in Northern ecoregion)",39
2002,8.103243527,8.103243527,NA,NA,1000s hrs,"Gear contact (soft, shelf habitat in Central ecoregion)",40
2003,6.678503626,6.678503626,NA,NA,1000s hrs,"Gear contact (soft, shelf habitat in Central ecoregion)",40
2004,6.303743371,6.303743371,NA,NA,1000s hrs,"Gear contact (soft, shelf habitat in Central ecoregion)",40
2005,7.669170235,7.669170235,NA,NA,1000s hrs,"Gear contact (soft, shelf habitat in Central ecoregion)",40
2006,4.285261525,4.285261525,NA,NA,1000s hrs,"Gear contact (soft, shelf habitat in Central ecoregion)",40
2007,8.680542597,8.680542597,NA,NA,1000s hrs,"Gear contact (soft, shelf habitat in Central ecoregion)",40
2008,7.643809858,7.643809858,NA,NA,1000s hrs,"Gear contact (soft, shelf habitat in Central ecoregion)",40
2009,4.883268724,4.883268724,NA,NA,1000s hrs,"Gear contact (soft, shelf habitat in Central ecoregion)",40
2010,4.687712964,4.687712964,NA,NA,1000s hrs,"Gear contact (soft, shelf habitat in Central ecoregion)",40
2011,1.699455624,1.699455624,NA,NA,1000s hrs,"Gear contact (soft, shelf habitat in Central ecoregion)",40
2012,1.490295114,1.490295114,NA,NA,1000s hrs,"Gear contact (soft, shelf habitat in Central ecoregion)",40
2013,2.870717524,2.870717524,NA,NA,1000s hrs,"Gear contact (soft, shelf habitat in Central ecoregion)",40
2014,3.137408124,3.137408124,NA,NA,1000s hrs,"Gear contact (soft, shelf habitat in Central ecoregion)",40
2015,2.585371086,2.585371086,NA,NA,1000s hrs,"Gear contact (soft, shelf habitat in Central ecoregion)",40
2016,1.73724686,1.73724686,NA,NA,1000s hrs,"Gear contact (soft, shelf habitat in Central ecoregion)",40
2017,1.599387358,1.599387358,NA,NA,1000s hrs,"Gear contact (soft, shelf habitat in Central ecoregion)",40
2018,2.050383558,2.050383558,NA,NA,1000s hrs,"Gear contact (soft, shelf habitat in Central ecoregion)",40
2002,68.98993516,68.98993516,NA,NA,1000s hrs,"Gear contact (soft, shelf habitat in Northern ecoregion)",41
2003,52.02499811,52.02499811,NA,NA,1000s hrs,"Gear contact (soft, shelf habitat in Northern ecoregion)",41
2004,46.88387011,46.88387011,NA,NA,1000s hrs,"Gear contact (soft, shelf habitat in Northern ecoregion)",41
2005,66.41980471,66.41980471,NA,NA,1000s hrs,"Gear contact (soft, shelf habitat in Northern ecoregion)",41
2006,74.52650273,74.52650273,NA,NA,1000s hrs,"Gear contact (soft, shelf habitat in Northern ecoregion)",41
2007,50.12965329,50.12965329,NA,NA,1000s hrs,"Gear contact (soft, shelf habitat in Northern ecoregion)",41
2008,28.28747273,28.28747273,NA,NA,1000s hrs,"Gear contact (soft, shelf habitat in Northern ecoregion)",41
2009,42.30992394,42.30992394,NA,NA,1000s hrs,"Gear contact (soft, shelf habitat in Northern ecoregion)",41
2010,25.53070647,25.53070647,NA,NA,1000s hrs,"Gear contact (soft, shelf habitat in Northern ecoregion)",41
2011,20.61030555,20.61030555,NA,NA,1000s hrs,"Gear contact (soft, shelf habitat in Northern ecoregion)",41
2012,23.28563898,23.28563898,NA,NA,1000s hrs,"Gear contact (soft, shelf habitat in Northern ecoregion)",41
2013,27.13788702,27.13788702,NA,NA,1000s hrs,"Gear contact (soft, shelf habitat in Northern ecoregion)",41
2014,25.22269393,25.22269393,NA,NA,1000s hrs,"Gear contact (soft, shelf habitat in Northern ecoregion)",41
2015,23.86678029,23.86678029,NA,NA,1000s hrs,"Gear contact (soft, shelf habitat in Northern ecoregion)",41
2016,26.00733579,26.00733579,NA,NA,1000s hrs,"Gear contact (soft, shelf habitat in Northern ecoregion)",41
2017,21.02649567,21.02649567,NA,NA,1000s hrs,"Gear contact (soft, shelf habitat in Northern ecoregion)",41
2018,18.73787882,18.73787882,NA,NA,1000s hrs,"Gear contact (soft, shelf habitat in Northern ecoregion)",41
2002,0.029237253,0.029237253,NA,NA,1000s hrs,"Gear contact (soft, shelf habitat in Southern ecoregion)",42
2003,0.03201694,0.03201694,NA,NA,1000s hrs,"Gear contact (soft, shelf habitat in Southern ecoregion)",42
2007,0.000398362,0.000398362,NA,NA,1000s hrs,"Gear contact (soft, shelf habitat in Southern ecoregion)",42
2002,55.64659655,55.64659655,NA,NA,1000s hrs,"Gear contact (soft, upper slope habitat in Central ecoregion)",43
2003,43.66426908,43.66426908,NA,NA,1000s hrs,"Gear contact (soft, upper slope habitat in Central ecoregion)",43
2004,33.25878227,33.25878227,NA,NA,1000s hrs,"Gear contact (soft, upper slope habitat in Central ecoregion)",43
2005,27.59666882,27.59666882,NA,NA,1000s hrs,"Gear contact (soft, upper slope habitat in Central ecoregion)",43
2006,24.27978037,24.27978037,NA,NA,1000s hrs,"Gear contact (soft, upper slope habitat in Central ecoregion)",43
2007,25.29896054,25.29896054,NA,NA,1000s hrs,"Gear contact (soft, upper slope habitat in Central ecoregion)",43
2008,31.944457,31.944457,NA,NA,1000s hrs,"Gear contact (soft, upper slope habitat in Central ecoregion)",43
2009,32.24213338,32.24213338,NA,NA,1000s hrs,"Gear contact (soft, upper slope habitat in Central ecoregion)",43
2010,30.37293822,30.37293822,NA,NA,1000s hrs,"Gear contact (soft, upper slope habitat in Central ecoregion)",43
2011,19.40027909,19.40027909,NA,NA,1000s hrs,"Gear contact (soft, upper slope habitat in Central ecoregion)",43
2012,18.78074066,18.78074066,NA,NA,1000s hrs,"Gear contact (soft, upper slope habitat in Central ecoregion)",43
2013,21.67640449,21.67640449,NA,NA,1000s hrs,"Gear contact (soft, upper slope habitat in Central ecoregion)",43
2014,17.83381325,17.83381325,NA,NA,1000s hrs,"Gear contact (soft, upper slope habitat in Central ecoregion)",43
2015,14.23182377,14.23182377,NA,NA,1000s hrs,"Gear contact (soft, upper slope habitat in Central ecoregion)",43
2016,9.566145446,9.566145446,NA,NA,1000s hrs,"Gear contact (soft, upper slope habitat in Central ecoregion)",43
2017,7.009623784,7.009623784,NA,NA,1000s hrs,"Gear contact (soft, upper slope habitat in Central ecoregion)",43
2018,4.399722132,4.399722132,NA,NA,1000s hrs,"Gear contact (soft, upper slope habitat in Central ecoregion)",43
2002,103.6216037,103.6216037,NA,NA,1000s hrs,"Gear contact (soft, upper slope habitat in Northern ecoregion)",44
2003,115.4976557,115.4976557,NA,NA,1000s hrs,"Gear contact (soft, upper slope habitat in Northern ecoregion)",44
2004,66.88881531,66.88881531,NA,NA,1000s hrs,"Gear contact (soft, upper slope habitat in Northern ecoregion)",44
2005,64.15929098,64.15929098,NA,NA,1000s hrs,"Gear contact (soft, upper slope habitat in Northern ecoregion)",44
2006,72.25052171,72.25052171,NA,NA,1000s hrs,"Gear contact (soft, upper slope habitat in Northern ecoregion)",44
2007,106.1130385,106.1130385,NA,NA,1000s hrs,"Gear contact (soft, upper slope habitat in Northern ecoregion)",44
2008,149.5706934,149.5706934,NA,NA,1000s hrs,"Gear contact (soft, upper slope habitat in Northern ecoregion)",44
2009,168.7676079,168.7676079,NA,NA,1000s hrs,"Gear contact (soft, upper slope habitat in Northern ecoregion)",44
2010,139.8210414,139.8210414,NA,NA,1000s hrs,"Gear contact (soft, upper slope habitat in Northern ecoregion)",44
2011,76.45172476,76.45172476,NA,NA,1000s hrs,"Gear contact (soft, upper slope habitat in Northern ecoregion)",44
2012,69.15612699,69.15612699,NA,NA,1000s hrs,"Gear contact (soft, upper slope habitat in Northern ecoregion)",44
2013,76.53496381,76.53496381,NA,NA,1000s hrs,"Gear contact (soft, upper slope habitat in Northern ecoregion)",44
2014,57.3775615,57.3775615,NA,NA,1000s hrs,"Gear contact (soft, upper slope habitat in Northern ecoregion)",44
2015,52.44501653,52.44501653,NA,NA,1000s hrs,"Gear contact (soft, upper slope habitat in Northern ecoregion)",44
2016,51.80049196,51.80049196,NA,NA,1000s hrs,"Gear contact (soft, upper slope habitat in Northern ecoregion)",44
2017,55.03488316,55.03488316,NA,NA,1000s hrs,"Gear contact (soft, upper slope habitat in Northern ecoregion)",44
2018,48.78226795,48.78226795,NA,NA,1000s hrs,"Gear contact (soft, upper slope habitat in Northern ecoregion)",44
2002,0.111454767,0.111454767,NA,NA,1000s hrs,"Gear contact (soft, upper slope habitat in Southern ecoregion)",45
2003,0.022036708,0.022036708,NA,NA,1000s hrs,"Gear contact (soft, upper slope habitat in Southern ecoregion)",45
2004,0.006380656,0.006380656,NA,NA,1000s hrs,"Gear contact (soft, upper slope habitat in Southern ecoregion)",45
2006,0.007112057,0.007112057,NA,NA,1000s hrs,"Gear contact (soft, upper slope habitat in Southern ecoregion)",45
2002,0.00179906,0.00179906,NA,NA,1000s km,"Gear contact (hard, lower slope habitat in Central ecoregion)",46
2003,0.000579003,0.000579003,NA,NA,1000s km,"Gear contact (hard, lower slope habitat in Central ecoregion)",46
2004,0.001110352,0.001110352,NA,NA,1000s km,"Gear contact (hard, lower slope habitat in Central ecoregion)",46
2004,0.000109649,0.000109649,NA,NA,1000s km,"Gear contact (hard, lower slope habitat in Northern ecoregion)",47
2002,0.082317914,0.082317914,NA,NA,1000s km,"Gear contact (hard, shelf habitat in Central ecoregion)",48
2003,0.038499999,0.038499999,NA,NA,1000s km,"Gear contact (hard, shelf habitat in Central ecoregion)",48
2004,0.038930276,0.038930276,NA,NA,1000s km,"Gear contact (hard, shelf habitat in Central ecoregion)",48
2005,0.026705618,0.026705618,NA,NA,1000s km,"Gear contact (hard, shelf habitat in Central ecoregion)",48
2006,0.02314416,0.02314416,NA,NA,1000s km,"Gear contact (hard, shelf habitat in Central ecoregion)",48
2007,0.024466889,0.024466889,NA,NA,1000s km,"Gear contact (hard, shelf habitat in Central ecoregion)",48
2008,0.016952969,0.016952969,NA,NA,1000s km,"Gear contact (hard, shelf habitat in Central ecoregion)",48
2009,0.012792283,0.012792283,NA,NA,1000s km,"Gear contact (hard, shelf habitat in Central ecoregion)",48
2010,0.024410188,0.024410188,NA,NA,1000s km,"Gear contact (hard, shelf habitat in Central ecoregion)",48
2011,0.019018832,0.019018832,NA,NA,1000s km,"Gear contact (hard, shelf habitat in Central ecoregion)",48
2012,0.01728617,0.01728617,NA,NA,1000s km,"Gear contact (hard, shelf habitat in Central ecoregion)",48
2013,0.021380621,0.021380621,NA,NA,1000s km,"Gear contact (hard, shelf habitat in Central ecoregion)",48
2014,0.019751899,0.019751899,NA,NA,1000s km,"Gear contact (hard, shelf habitat in Central ecoregion)",48
2015,0.021927011,0.021927011,NA,NA,1000s km,"Gear contact (hard, shelf habitat in Central ecoregion)",48
2016,0.016550526,0.016550526,NA,NA,1000s km,"Gear contact (hard, shelf habitat in Central ecoregion)",48
2017,0.001971279,0.001971279,NA,NA,1000s km,"Gear contact (hard, shelf habitat in Central ecoregion)",48
2018,0.009309046,0.009309046,NA,NA,1000s km,"Gear contact (hard, shelf habitat in Central ecoregion)",48
2002,0.33378792,0.33378792,NA,NA,1000s km,"Gear contact (hard, shelf habitat in Northern ecoregion)",49
2003,0.296717448,0.296717448,NA,NA,1000s km,"Gear contact (hard, shelf habitat in Northern ecoregion)",49
2004,0.243406995,0.243406995,NA,NA,1000s km,"Gear contact (hard, shelf habitat in Northern ecoregion)",49
2005,0.221698551,0.221698551,NA,NA,1000s km,"Gear contact (hard, shelf habitat in Northern ecoregion)",49
2006,0.23334048,0.23334048,NA,NA,1000s km,"Gear contact (hard, shelf habitat in Northern ecoregion)",49
2007,0.068957832,0.068957832,NA,NA,1000s km,"Gear contact (hard, shelf habitat in Northern ecoregion)",49
2008,0.039084664,0.039084664,NA,NA,1000s km,"Gear contact (hard, shelf habitat in Northern ecoregion)",49
2009,0.089814421,0.089814421,NA,NA,1000s km,"Gear contact (hard, shelf habitat in Northern ecoregion)",49
2010,0.053674026,0.053674026,NA,NA,1000s km,"Gear contact (hard, shelf habitat in Northern ecoregion)",49
2011,0.062410978,0.062410978,NA,NA,1000s km,"Gear contact (hard, shelf habitat in Northern ecoregion)",49
2012,0.061295174,0.061295174,NA,NA,1000s km,"Gear contact (hard, shelf habitat in Northern ecoregion)",49
2013,0.070385659,0.070385659,NA,NA,1000s km,"Gear contact (hard, shelf habitat in Northern ecoregion)",49
2014,0.070401963,0.070401963,NA,NA,1000s km,"Gear contact (hard, shelf habitat in Northern ecoregion)",49
2015,0.079947072,0.079947072,NA,NA,1000s km,"Gear contact (hard, shelf habitat in Northern ecoregion)",49
2016,0.067816245,0.067816245,NA,NA,1000s km,"Gear contact (hard, shelf habitat in Northern ecoregion)",49
2017,0.075813197,0.075813197,NA,NA,1000s km,"Gear contact (hard, shelf habitat in Northern ecoregion)",49
2018,0.047589596,0.047589596,NA,NA,1000s km,"Gear contact (hard, shelf habitat in Northern ecoregion)",49
2002,0.527775382,0.527775382,NA,NA,1000s km,"Gear contact (hard, upper slope habitat in Central ecoregion)",50
2003,0.872423779,0.872423779,NA,NA,1000s km,"Gear contact (hard, upper slope habitat in Central ecoregion)",50
2004,0.59057152,0.59057152,NA,NA,1000s km,"Gear contact (hard, upper slope habitat in Central ecoregion)",50
2005,0.343081371,0.343081371,NA,NA,1000s km,"Gear contact (hard, upper slope habitat in Central ecoregion)",50
2006,0.159493657,0.159493657,NA,NA,1000s km,"Gear contact (hard, upper slope habitat in Central ecoregion)",50
2007,0.043795277,0.043795277,NA,NA,1000s km,"Gear contact (hard, upper slope habitat in Central ecoregion)",50
2008,0.165009637,0.165009637,NA,NA,1000s km,"Gear contact (hard, upper slope habitat in Central ecoregion)",50
2009,0.123699934,0.123699934,NA,NA,1000s km,"Gear contact (hard, upper slope habitat in Central ecoregion)",50
2010,0.069263198,0.069263198,NA,NA,1000s km,"Gear contact (hard, upper slope habitat in Central ecoregion)",50
2011,0.112267248,0.112267248,NA,NA,1000s km,"Gear contact (hard, upper slope habitat in Central ecoregion)",50
2012,0.553651357,0.553651357,NA,NA,1000s km,"Gear contact (hard, upper slope habitat in Central ecoregion)",50
2013,0.259303246,0.259303246,NA,NA,1000s km,"Gear contact (hard, upper slope habitat in Central ecoregion)",50
2014,0.254693575,0.254693575,NA,NA,1000s km,"Gear contact (hard, upper slope habitat in Central ecoregion)",50
2015,0.242809948,0.242809948,NA,NA,1000s km,"Gear contact (hard, upper slope habitat in Central ecoregion)",50
2016,0.215996274,0.215996274,NA,NA,1000s km,"Gear contact (hard, upper slope habitat in Central ecoregion)",50
2017,0.07071046,0.07071046,NA,NA,1000s km,"Gear contact (hard, upper slope habitat in Central ecoregion)",50
2018,0.014561095,0.014561095,NA,NA,1000s km,"Gear contact (hard, upper slope habitat in Central ecoregion)",50
2002,0.189196963,0.189196963,NA,NA,1000s km,"Gear contact (hard, upper slope habitat in Northern ecoregion)",51
2003,0.123970392,0.123970392,NA,NA,1000s km,"Gear contact (hard, upper slope habitat in Northern ecoregion)",51
2004,0.113452878,0.113452878,NA,NA,1000s km,"Gear contact (hard, upper slope habitat in Northern ecoregion)",51
2005,0.078892664,0.078892664,NA,NA,1000s km,"Gear contact (hard, upper slope habitat in Northern ecoregion)",51
2006,0.073186158,0.073186158,NA,NA,1000s km,"Gear contact (hard, upper slope habitat in Northern ecoregion)",51
2007,0.114820929,0.114820929,NA,NA,1000s km,"Gear contact (hard, upper slope habitat in Northern ecoregion)",51
2008,0.160986302,0.160986302,NA,NA,1000s km,"Gear contact (hard, upper slope habitat in Northern ecoregion)",51
2009,0.169377719,0.169377719,NA,NA,1000s km,"Gear contact (hard, upper slope habitat in Northern ecoregion)",51
2010,0.199097422,0.199097422,NA,NA,1000s km,"Gear contact (hard, upper slope habitat in Northern ecoregion)",51
2011,0.088377162,0.088377162,NA,NA,1000s km,"Gear contact (hard, upper slope habitat in Northern ecoregion)",51
2012,0.121831026,0.121831026,NA,NA,1000s km,"Gear contact (hard, upper slope habitat in Northern ecoregion)",51
2013,0.107247521,0.107247521,NA,NA,1000s km,"Gear contact (hard, upper slope habitat in Northern ecoregion)",51
2014,0.107167804,0.107167804,NA,NA,1000s km,"Gear contact (hard, upper slope habitat in Northern ecoregion)",51
2015,0.077220267,0.077220267,NA,NA,1000s km,"Gear contact (hard, upper slope habitat in Northern ecoregion)",51
2016,0.081706514,0.081706514,NA,NA,1000s km,"Gear contact (hard, upper slope habitat in Northern ecoregion)",51
2017,0.090501017,0.090501017,NA,NA,1000s km,"Gear contact (hard, upper slope habitat in Northern ecoregion)",51
2018,0.090702862,0.090702862,NA,NA,1000s km,"Gear contact (hard, upper slope habitat in Northern ecoregion)",51
2002,0.001342068,0.001342068,NA,NA,1000s km,"Gear contact (mixed, lower slope habitat in Northern ecoregion)",52
2002,0.004063385,0.004063385,NA,NA,1000s km,"Gear contact (mixed, shelf habitat in Central ecoregion)",53
2003,0.015616023,0.015616023,NA,NA,1000s km,"Gear contact (mixed, shelf habitat in Central ecoregion)",53
2004,0.007004819,0.007004819,NA,NA,1000s km,"Gear contact (mixed, shelf habitat in Central ecoregion)",53
2005,0.013678794,0.013678794,NA,NA,1000s km,"Gear contact (mixed, shelf habitat in Central ecoregion)",53
2006,0.005479226,0.005479226,NA,NA,1000s km,"Gear contact (mixed, shelf habitat in Central ecoregion)",53
2007,0.004285295,0.004285295,NA,NA,1000s km,"Gear contact (mixed, shelf habitat in Central ecoregion)",53
2010,0.000468755,0.000468755,NA,NA,1000s km,"Gear contact (mixed, shelf habitat in Central ecoregion)",53
2014,4.84E-06,4.84E-06,NA,NA,1000s km,"Gear contact (mixed, shelf habitat in Central ecoregion)",53
2002,0.434337299,0.434337299,NA,NA,1000s km,"Gear contact (mixed, shelf habitat in Northern ecoregion)",54
2003,0.311103196,0.311103196,NA,NA,1000s km,"Gear contact (mixed, shelf habitat in Northern ecoregion)",54
2004,0.084454623,0.084454623,NA,NA,1000s km,"Gear contact (mixed, shelf habitat in Northern ecoregion)",54
2005,0.173135323,0.173135323,NA,NA,1000s km,"Gear contact (mixed, shelf habitat in Northern ecoregion)",54
2006,0.101219628,0.101219628,NA,NA,1000s km,"Gear contact (mixed, shelf habitat in Northern ecoregion)",54
2007,0.041200673,0.041200673,NA,NA,1000s km,"Gear contact (mixed, shelf habitat in Northern ecoregion)",54
2008,0.017486635,0.017486635,NA,NA,1000s km,"Gear contact (mixed, shelf habitat in Northern ecoregion)",54
2009,0.029393223,0.029393223,NA,NA,1000s km,"Gear contact (mixed, shelf habitat in Northern ecoregion)",54
2010,0.024428842,0.024428842,NA,NA,1000s km,"Gear contact (mixed, shelf habitat in Northern ecoregion)",54
2011,0.00517383,0.00517383,NA,NA,1000s km,"Gear contact (mixed, shelf habitat in Northern ecoregion)",54
2012,0.005201367,0.005201367,NA,NA,1000s km,"Gear contact (mixed, shelf habitat in Northern ecoregion)",54
2013,0.001863465,0.001863465,NA,NA,1000s km,"Gear contact (mixed, shelf habitat in Northern ecoregion)",54
2014,0.008706759,0.008706759,NA,NA,1000s km,"Gear contact (mixed, shelf habitat in Northern ecoregion)",54
2015,0.016134362,0.016134362,NA,NA,1000s km,"Gear contact (mixed, shelf habitat in Northern ecoregion)",54
2016,0.007909143,0.007909143,NA,NA,1000s km,"Gear contact (mixed, shelf habitat in Northern ecoregion)",54
2017,0.00395859,0.00395859,NA,NA,1000s km,"Gear contact (mixed, shelf habitat in Northern ecoregion)",54
2018,0.009143257,0.009143257,NA,NA,1000s km,"Gear contact (mixed, shelf habitat in Northern ecoregion)",54
2002,0.009339245,0.009339245,NA,NA,1000s km,"Gear contact (mixed, upper slope habitat in Central ecoregion)",55
2003,0.021667467,0.021667467,NA,NA,1000s km,"Gear contact (mixed, upper slope habitat in Central ecoregion)",55
2004,0.018186408,0.018186408,NA,NA,1000s km,"Gear contact (mixed, upper slope habitat in Central ecoregion)",55
2005,0.00491302,0.00491302,NA,NA,1000s km,"Gear contact (mixed, upper slope habitat in Central ecoregion)",55
2006,0.015911617,0.015911617,NA,NA,1000s km,"Gear contact (mixed, upper slope habitat in Central ecoregion)",55
2007,0.014676275,0.014676275,NA,NA,1000s km,"Gear contact (mixed, upper slope habitat in Central ecoregion)",55
2008,0.010718581,0.010718581,NA,NA,1000s km,"Gear contact (mixed, upper slope habitat in Central ecoregion)",55
2010,0.006835846,0.006835846,NA,NA,1000s km,"Gear contact (mixed, upper slope habitat in Central ecoregion)",55
2011,0.000976188,0.000976188,NA,NA,1000s km,"Gear contact (mixed, upper slope habitat in Central ecoregion)",55
2012,0.002555012,0.002555012,NA,NA,1000s km,"Gear contact (mixed, upper slope habitat in Central ecoregion)",55
2013,0.000891403,0.000891403,NA,NA,1000s km,"Gear contact (mixed, upper slope habitat in Central ecoregion)",55
2014,0.004358348,0.004358348,NA,NA,1000s km,"Gear contact (mixed, upper slope habitat in Central ecoregion)",55
2002,1.647019574,1.647019574,NA,NA,1000s km,"Gear contact (mixed, upper slope habitat in Northern ecoregion)",56
2003,1.565694231,1.565694231,NA,NA,1000s km,"Gear contact (mixed, upper slope habitat in Northern ecoregion)",56
2004,1.029112556,1.029112556,NA,NA,1000s km,"Gear contact (mixed, upper slope habitat in Northern ecoregion)",56
2005,0.943993263,0.943993263,NA,NA,1000s km,"Gear contact (mixed, upper slope habitat in Northern ecoregion)",56
2006,1.049790185,1.049790185,NA,NA,1000s km,"Gear contact (mixed, upper slope habitat in Northern ecoregion)",56
2007,1.300100507,1.300100507,NA,NA,1000s km,"Gear contact (mixed, upper slope habitat in Northern ecoregion)",56
2008,1.642312067,1.642312067,NA,NA,1000s km,"Gear contact (mixed, upper slope habitat in Northern ecoregion)",56
2009,2.798802621,2.798802621,NA,NA,1000s km,"Gear contact (mixed, upper slope habitat in Northern ecoregion)",56
2010,1.872718154,1.872718154,NA,NA,1000s km,"Gear contact (mixed, upper slope habitat in Northern ecoregion)",56
2011,0.831561789,0.831561789,NA,NA,1000s km,"Gear contact (mixed, upper slope habitat in Northern ecoregion)",56
2012,0.644516473,0.644516473,NA,NA,1000s km,"Gear contact (mixed, upper slope habitat in Northern ecoregion)",56
2013,1.131422772,1.131422772,NA,NA,1000s km,"Gear contact (mixed, upper slope habitat in Northern ecoregion)",56
2014,1.11431738,1.11431738,NA,NA,1000s km,"Gear contact (mixed, upper slope habitat in Northern ecoregion)",56
2015,0.770764521,0.770764521,NA,NA,1000s km,"Gear contact (mixed, upper slope habitat in Northern ecoregion)",56
2016,0.586926227,0.586926227,NA,NA,1000s km,"Gear contact (mixed, upper slope habitat in Northern ecoregion)",56
2017,0.663386043,0.663386043,NA,NA,1000s km,"Gear contact (mixed, upper slope habitat in Northern ecoregion)",56
2018,0.527364164,0.527364164,NA,NA,1000s km,"Gear contact (mixed, upper slope habitat in Northern ecoregion)",56
2002,0.035072992,0.035072992,NA,NA,1000s km,"Gear contact (soft, lower slope habitat in Central ecoregion)",57
2003,0.027701625,0.027701625,NA,NA,1000s km,"Gear contact (soft, lower slope habitat in Central ecoregion)",57
2004,0.024781663,0.024781663,NA,NA,1000s km,"Gear contact (soft, lower slope habitat in Central ecoregion)",57
2005,0.006689902,0.006689902,NA,NA,1000s km,"Gear contact (soft, lower slope habitat in Central ecoregion)",57
2006,0.000462821,0.000462821,NA,NA,1000s km,"Gear contact (soft, lower slope habitat in Central ecoregion)",57
2002,0.191735802,0.191735802,NA,NA,1000s km,"Gear contact (soft, lower slope habitat in Northern ecoregion)",58
2003,0.094675434,0.094675434,NA,NA,1000s km,"Gear contact (soft, lower slope habitat in Northern ecoregion)",58
2004,0.038743131,0.038743131,NA,NA,1000s km,"Gear contact (soft, lower slope habitat in Northern ecoregion)",58
2005,0.049285474,0.049285474,NA,NA,1000s km,"Gear contact (soft, lower slope habitat in Northern ecoregion)",58
2006,0.025106918,0.025106918,NA,NA,1000s km,"Gear contact (soft, lower slope habitat in Northern ecoregion)",58
2002,2.209560301,2.209560301,NA,NA,1000s km,"Gear contact (soft, shelf habitat in Central ecoregion)",59
2003,2.784451676,2.784451676,NA,NA,1000s km,"Gear contact (soft, shelf habitat in Central ecoregion)",59
2004,1.923625207,1.923625207,NA,NA,1000s km,"Gear contact (soft, shelf habitat in Central ecoregion)",59
2005,2.517475392,2.517475392,NA,NA,1000s km,"Gear contact (soft, shelf habitat in Central ecoregion)",59
2006,1.329560292,1.329560292,NA,NA,1000s km,"Gear contact (soft, shelf habitat in Central ecoregion)",59
2007,2.337451279,2.337451279,NA,NA,1000s km,"Gear contact (soft, shelf habitat in Central ecoregion)",59
2008,2.270313109,2.270313109,NA,NA,1000s km,"Gear contact (soft, shelf habitat in Central ecoregion)",59
2009,1.402165136,1.402165136,NA,NA,1000s km,"Gear contact (soft, shelf habitat in Central ecoregion)",59
2010,1.308032679,1.308032679,NA,NA,1000s km,"Gear contact (soft, shelf habitat in Central ecoregion)",59
2011,0.454503908,0.454503908,NA,NA,1000s km,"Gear contact (soft, shelf habitat in Central ecoregion)",59
2012,0.386745114,0.386745114,NA,NA,1000s km,"Gear contact (soft, shelf habitat in Central ecoregion)",59
2013,0.680748915,0.680748915,NA,NA,1000s km,"Gear contact (soft, shelf habitat in Central ecoregion)",59
2014,0.796651188,0.796651188,NA,NA,1000s km,"Gear contact (soft, shelf habitat in Central ecoregion)",59
2015,0.617420391,0.617420391,NA,NA,1000s km,"Gear contact (soft, shelf habitat in Central ecoregion)",59
2016,0.380025174,0.380025174,NA,NA,1000s km,"Gear contact (soft, shelf habitat in Central ecoregion)",59
2017,0.33887434,0.33887434,NA,NA,1000s km,"Gear contact (soft, shelf habitat in Central ecoregion)",59
2018,0.468035663,0.468035663,NA,NA,1000s km,"Gear contact (soft, shelf habitat in Central ecoregion)",59
2002,19.50820527,19.50820527,NA,NA,1000s km,"Gear contact (soft, shelf habitat in Northern ecoregion)",60
2003,14.3041984,14.3041984,NA,NA,1000s km,"Gear contact (soft, shelf habitat in Northern ecoregion)",60
