order,year,index,metric,timeseries,proportional.difference
34,2015,0.461136423,Millions $,"Coastal pelagic spp, no squid WA",-0.89
34,2016,0.367519466,Millions $,"Coastal pelagic spp, no squid WA",-0.20
34,2017,0.259708466,Millions $,"Coastal pelagic spp, no squid WA",-0.29
34,2018,0.266023995,Millions $,"Coastal pelagic spp, no squid WA",0.02
34,2019,0.229855418,Millions $,"Coastal pelagic spp, no squid WA",-0.14
34,2020,0.1544515,Millions $,"Coastal pelagic spp, no squid WA",-0.33
35,1981,15.41686717,Millions $,Shrimp WA,FALSE
35,1982,7.677273384,Millions $,Shrimp WA,-0.50
35,1983,11.51283451,Millions $,Shrimp WA,0.50
35,1984,4.484562715,Millions $,Shrimp WA,-0.61
35,1985,8.414168965,Millions $,Shrimp WA,0.88
35,1986,22.52860743,Millions $,Shrimp WA,1.68
35,1987,26.55453655,Millions $,Shrimp WA,0.18
35,1988,17.84061905,Millions $,Shrimp WA,-0.33
35,1989,12.96771457,Millions $,Shrimp WA,-0.27
35,1990,14.07938517,Millions $,Shrimp WA,0.09
35,1991,11.61526592,Millions $,Shrimp WA,-0.18
35,1992,8.351079778,Millions $,Shrimp WA,-0.28
35,1993,10.43439218,Millions $,Shrimp WA,0.25
35,1994,7.103705949,Millions $,Shrimp WA,-0.32
35,1995,11.58290231,Millions $,Shrimp WA,0.63
35,1996,7.919446487,Millions $,Shrimp WA,-0.32
35,1997,5.443300398,Millions $,Shrimp WA,-0.31
35,1998,4.210262498,Millions $,Shrimp WA,-0.23
35,1999,4.544006847,Millions $,Shrimp WA,0.08
35,2000,5.502307425,Millions $,Shrimp WA,0.21
35,2001,5.446839117,Millions $,Shrimp WA,-0.01
35,2002,6.517347218,Millions $,Shrimp WA,0.20
35,2003,5.269044247,Millions $,Shrimp WA,-0.19
35,2004,5.01850548,Millions $,Shrimp WA,-0.05
35,2005,5.874692568,Millions $,Shrimp WA,0.17
35,2006,4.686219803,Millions $,Shrimp WA,-0.20
35,2007,4.872634962,Millions $,Shrimp WA,0.04
35,2008,6.573432632,Millions $,Shrimp WA,0.35
35,2009,5.05474623,Millions $,Shrimp WA,-0.23
35,2010,6.692534965,Millions $,Shrimp WA,0.32
35,2011,8.364402185,Millions $,Shrimp WA,0.25
35,2012,7.950851144,Millions $,Shrimp WA,-0.05
35,2013,9.70550455,Millions $,Shrimp WA,0.22
35,2014,21.73205433,Millions $,Shrimp WA,1.24
35,2015,36.33728809,Millions $,Shrimp WA,0.67
35,2016,13.26440982,Millions $,Shrimp WA,-0.63
35,2017,7.601880958,Millions $,Shrimp WA,-0.43
35,2018,10.2043397,Millions $,Shrimp WA,0.34
35,2019,11.58217068,Millions $,Shrimp WA,0.14
35,2020,8.80320077,Millions $,Shrimp WA,-0.24
36,1981,4.94750556,Millions $,Highly migratory species WA,FALSE
36,1982,0.99582641,Millions $,Highly migratory species WA,-0.80
36,1983,1.546748756,Millions $,Highly migratory species WA,0.55
36,1984,0.229945259,Millions $,Highly migratory species WA,-0.85
36,1985,0.486983903,Millions $,Highly migratory species WA,1.12
36,1986,2.725074715,Millions $,Highly migratory species WA,4.60
36,1987,2.445965865,Millions $,Highly migratory species WA,-0.10
36,1988,7.860270178,Millions $,Highly migratory species WA,2.21
36,1989,0.63286697,Millions $,Highly migratory species WA,-0.92
36,1990,1.846481711,Millions $,Highly migratory species WA,1.92
36,1991,0.921366342,Millions $,Highly migratory species WA,-0.50
36,1992,7.98596075,Millions $,Highly migratory species WA,7.67
36,1993,7.185462717,Millions $,Highly migratory species WA,-0.10
36,1994,14.74249258,Millions $,Highly migratory species WA,1.05
36,1995,8.81381592,Millions $,Highly migratory species WA,-0.40
36,1996,14.98694389,Millions $,Highly migratory species WA,0.70
36,1997,10.63795131,Millions $,Highly migratory species WA,-0.29
36,1998,14.32583243,Millions $,Highly migratory species WA,0.35
36,1999,5.953945011,Millions $,Highly migratory species WA,-0.58
36,2000,9.123725856,Millions $,Highly migratory species WA,0.53
36,2001,11.65630072,Millions $,Highly migratory species WA,0.28
36,2002,10.74235116,Millions $,Highly migratory species WA,-0.08
36,2003,22.20346601,Millions $,Highly migratory species WA,1.07
36,2004,21.80964462,Millions $,Highly migratory species WA,-0.02
36,2005,14.39886264,Millions $,Highly migratory species WA,-0.34
36,2006,19.74294075,Millions $,Highly migratory species WA,0.37
36,2007,13.32664469,Millions $,Highly migratory species WA,-0.32
36,2008,21.05183189,Millions $,Highly migratory species WA,0.58
36,2009,20.02508345,Millions $,Highly migratory species WA,-0.05
36,2010,17.35168009,Millions $,Highly migratory species WA,-0.13
36,2011,26.06825866,Millions $,Highly migratory species WA,0.50
36,2012,32.39646252,Millions $,Highly migratory species WA,0.24
36,2013,27.07543906,Millions $,Highly migratory species WA,-0.16
36,2014,23.3553283,Millions $,Highly migratory species WA,-0.14
36,2015,22.03348435,Millions $,Highly migratory species WA,-0.06
36,2016,26.86573967,Millions $,Highly migratory species WA,0.22
36,2017,24.74574954,Millions $,Highly migratory species WA,-0.08
36,2018,15.2605732,Millions $,Highly migratory species WA,-0.38
36,2019,15.0175323,Millions $,Highly migratory species WA,-0.02
36,2020,14.54945426,Millions $,Highly migratory species WA,-0.03
37,1981,2.601566877,Millions $,Other species WA,FALSE
37,1982,2.083457574,Millions $,Other species WA,-0.20
37,1983,2.422538756,Millions $,Other species WA,0.16
37,1984,2.63687793,Millions $,Other species WA,0.09
37,1985,3.17995947,Millions $,Other species WA,0.21
37,1986,5.19599276,Millions $,Other species WA,0.63
37,1987,6.455428025,Millions $,Other species WA,0.24
37,1988,12.28078179,Millions $,Other species WA,0.90
37,1989,13.73016272,Millions $,Other species WA,0.12
37,1990,9.418506696,Millions $,Other species WA,-0.31
37,1991,16.61908473,Millions $,Other species WA,0.76
37,1992,17.45447449,Millions $,Other species WA,0.05
37,1993,16.0404577,Millions $,Other species WA,-0.08
37,1994,10.55998954,Millions $,Other species WA,-0.34
37,1995,7.812894467,Millions $,Other species WA,-0.26
37,1996,5.687032924,Millions $,Other species WA,-0.27
37,1997,4.691112045,Millions $,Other species WA,-0.18
37,1998,3.64921266,Millions $,Other species WA,-0.22
37,1999,3.419010757,Millions $,Other species WA,-0.06
37,2000,4.453650148,Millions $,Other species WA,0.30
37,2001,4.368078187,Millions $,Other species WA,-0.02
37,2002,4.036666973,Millions $,Other species WA,-0.08
37,2003,4.35930154,Millions $,Other species WA,0.08
37,2004,5.332130665,Millions $,Other species WA,0.22
37,2005,6.063973365,Millions $,Other species WA,0.14
37,2006,5.426454801,Millions $,Other species WA,-0.11
37,2007,5.242124334,Millions $,Other species WA,-0.03
37,2008,5.845596576,Millions $,Other species WA,0.12
37,2009,4.661620602,Millions $,Other species WA,-0.20
37,2010,6.139376913,Millions $,Other species WA,0.32
37,2011,9.425339913,Millions $,Other species WA,0.54
37,2012,11.68170699,Millions $,Other species WA,0.24
37,2013,8.885461095,Millions $,Other species WA,-0.24
37,2014,7.924212522,Millions $,Other species WA,-0.11
37,2015,9.885419325,Millions $,Other species WA,0.25
37,2016,9.551751746,Millions $,Other species WA,-0.03
37,2017,9.57662358,Millions $,Other species WA,0.00
37,2018,8.614559645,Millions $,Other species WA,-0.10
37,2019,9.179798331,Millions $,Other species WA,0.07
37,2020,3.247884684,Millions $,Other species WA,-0.65
38,1981,0.602961988,Millions $,Pacific hake WA,FALSE
38,1982,0.919140979,Millions $,Pacific hake WA,0.52
38,1983,1.397767636,Millions $,Pacific hake WA,0.52
38,1984,0.729349802,Millions $,Pacific hake WA,-0.48
38,1985,0.644014567,Millions $,Pacific hake WA,-0.12
38,1986,0.285166693,Millions $,Pacific hake WA,-0.56
38,1987,0.121837501,Millions $,Pacific hake WA,-0.57
38,1988,0.123501293,Millions $,Pacific hake WA,0.01
38,1989,0.030691584,Millions $,Pacific hake WA,-0.75
38,1990,0.954060524,Millions $,Pacific hake WA,30.09
38,1991,3.136002393,Millions $,Pacific hake WA,2.29
38,1992,0.475246127,Millions $,Pacific hake WA,-0.85
38,1993,0.513952107,Millions $,Pacific hake WA,0.08
38,1994,0.695968588,Millions $,Pacific hake WA,0.35
38,1995,0.699877468,Millions $,Pacific hake WA,0.01
38,1996,1.287826768,Millions $,Pacific hake WA,0.84
38,1997,14.99366953,Millions $,Pacific hake WA,10.64
38,1998,10.21264052,Millions $,Pacific hake WA,-0.32
38,1999,19.59799536,Millions $,Pacific hake WA,0.92
38,2000,15.37453951,Millions $,Pacific hake WA,-0.22
38,2001,4.886308084,Millions $,Pacific hake WA,-0.68
38,2002,4.811326567,Millions $,Pacific hake WA,-0.02
38,2003,5.630763859,Millions $,Pacific hake WA,0.17
38,2004,9.329871732,Millions $,Pacific hake WA,0.66
38,2005,15.21205312,Millions $,Pacific hake WA,0.63
38,2006,16.29825227,Millions $,Pacific hake WA,0.07
38,2007,20.06223684,Millions $,Pacific hake WA,0.23
38,2008,39.40967064,Millions $,Pacific hake WA,0.96
38,2009,10.81511125,Millions $,Pacific hake WA,-0.73
38,2010,14.88414982,Millions $,Pacific hake WA,0.38
38,2011,29.7909446,Millions $,Pacific hake WA,1.00
38,2012,18.10310179,Millions $,Pacific hake WA,-0.39
38,2013,13.42555433,Millions $,Pacific hake WA,-0.26
38,2014,8.380873145,Millions $,Pacific hake WA,-0.38
38,2015,4.807004678,Millions $,Pacific hake WA,-0.43
38,2016,10.47806918,Millions $,Pacific hake WA,1.18
38,2017,17.61353574,Millions $,Pacific hake WA,0.68
38,2018,16.13261258,Millions $,Pacific hake WA,-0.08
38,2019,22.63966127,Millions $,Pacific hake WA,0.40
38,2020,7.042201019,Millions $,Pacific hake WA,-0.69
39,1981,0,Millions $,Dummy variable in place of Market squid WA,FALSE
39,1982,0,Millions $,Dummy variable in place of Market squid WA,#DIV/0!
39,1983,0,Millions $,Dummy variable in place of Market squid WA,#DIV/0!
39,1984,0,Millions $,Dummy variable in place of Market squid WA,#DIV/0!
39,1985,0,Millions $,Dummy variable in place of Market squid WA,#DIV/0!
39,1986,0,Millions $,Dummy variable in place of Market squid WA,#DIV/0!
39,1987,0,Millions $,Dummy variable in place of Market squid WA,#DIV/0!
39,1988,0,Millions $,Dummy variable in place of Market squid WA,#DIV/0!
39,1989,0,Millions $,Dummy variable in place of Market squid WA,#DIV/0!
39,1990,0,Millions $,Dummy variable in place of Market squid WA,#DIV/0!
39,1991,0,Millions $,Dummy variable in place of Market squid WA,#DIV/0!
39,1992,0,Millions $,Dummy variable in place of Market squid WA,#DIV/0!
39,1993,0,Millions $,Dummy variable in place of Market squid WA,#DIV/0!
39,1994,0,Millions $,Dummy variable in place of Market squid WA,#DIV/0!
39,1995,0,Millions $,Dummy variable in place of Market squid WA,#DIV/0!
39,1996,0,Millions $,Dummy variable in place of Market squid WA,#DIV/0!
39,1997,0,Millions $,Dummy variable in place of Market squid WA,#DIV/0!
39,1998,0,Millions $,Dummy variable in place of Market squid WA,#DIV/0!
39,1999,0,Millions $,Dummy variable in place of Market squid WA,#DIV/0!
39,2000,0,Millions $,Dummy variable in place of Market squid WA,#DIV/0!
39,2001,0,Millions $,Dummy variable in place of Market squid WA,#DIV/0!
39,2002,0,Millions $,Dummy variable in place of Market squid WA,#DIV/0!
39,2003,0,Millions $,Dummy variable in place of Market squid WA,#DIV/0!
39,2004,0,Millions $,Dummy variable in place of Market squid WA,#DIV/0!
39,2005,0,Millions $,Dummy variable in place of Market squid WA,#DIV/0!
39,2006,0,Millions $,Dummy variable in place of Market squid WA,#DIV/0!
39,2007,0,Millions $,Dummy variable in place of Market squid WA,#DIV/0!
39,2008,0,Millions $,Dummy variable in place of Market squid WA,#DIV/0!
39,2009,0,Millions $,Dummy variable in place of Market squid WA,#DIV/0!
39,2010,0,Millions $,Dummy variable in place of Market squid WA,#DIV/0!
39,2011,0,Millions $,Dummy variable in place of Market squid WA,#DIV/0!
39,2012,0,Millions $,Dummy variable in place of Market squid WA,#DIV/0!
39,2013,0,Millions $,Dummy variable in place of Market squid WA,#DIV/0!
39,2014,0,Millions $,Dummy variable in place of Market squid WA,#DIV/0!
39,2015,0,Millions $,Dummy variable in place of Market squid WA,#DIV/0!
39,2016,0,Millions $,Dummy variable in place of Market squid WA,#DIV/0!
39,2017,0,Millions $,Dummy variable in place of Market squid WA,#DIV/0!
39,2018,0,Millions $,Dummy variable in place of Market squid WA,#DIV/0!
39,2019,0,Millions $,Dummy variable in place of Market squid WA,#DIV/0!
39,2020,0,Millions $,Dummy variable in place of Market squid WA,#DIV/0!
40,1981,7.342773111,Millions $,Crab WA,FALSE
40,1982,10.19437784,Millions $,Crab WA,0.39
40,1983,17.59440166,Millions $,Crab WA,0.73
40,1984,24.03509832,Millions $,Crab WA,0.37
40,1985,16.46385012,Millions $,Crab WA,-0.32
40,1986,16.92284188,Millions $,Crab WA,0.03
40,1987,15.85875053,Millions $,Crab WA,-0.06
40,1988,46.657421,Millions $,Crab WA,1.94
40,1989,53.95201297,Millions $,Crab WA,0.16
40,1990,27.2341345,Millions $,Crab WA,-0.50
40,1991,25.56334267,Millions $,Crab WA,-0.06
40,1992,22.46518841,Millions $,Crab WA,-0.12
40,1993,31.0164478,Millions $,Crab WA,0.38
40,1994,50.74168637,Millions $,Crab WA,0.64
40,1995,69.81561747,Millions $,Crab WA,0.38
40,1996,50.95960933,Millions $,Crab WA,-0.27
40,1997,50.20802812,Millions $,Crab WA,-0.01
40,1998,43.32399642,Millions $,Crab WA,-0.14
40,1999,48.07842532,Millions $,Crab WA,0.11
40,2000,74.72931042,Millions $,Crab WA,0.55
40,2001,48.75097388,Millions $,Crab WA,-0.35
40,2002,52.14664852,Millions $,Crab WA,0.07
40,2003,67.30237473,Millions $,Crab WA,0.29
40,2004,62.08361743,Millions $,Crab WA,-0.08
40,2005,69.40942069,Millions $,Crab WA,0.12
40,2006,56.36858509,Millions $,Crab WA,-0.19
40,2007,61.28064166,Millions $,Crab WA,0.09
40,2008,70.76782079,Millions $,Crab WA,0.15
40,2009,50.994714,Millions $,Crab WA,-0.28
40,2010,71.40322862,Millions $,Crab WA,0.40
40,2011,101.533245,Millions $,Crab WA,0.42
40,2012,70.02563693,Millions $,Crab WA,-0.31
40,2013,90.15366437,Millions $,Crab WA,0.29
40,2014,83.72089957,Millions $,Crab WA,-0.07
40,2015,86.23828641,Millions $,Crab WA,0.03
40,2016,100.7936644,Millions $,Crab WA,0.17
40,2017,106.0388535,Millions $,Crab WA,0.05
40,2018,99.36340719,Millions $,Crab WA,-0.06
40,2019,91.71497894,Millions $,Crab WA,-0.08
40,2020,60.45198047,Millions $,Crab WA,-0.34
